action_step,prediction,pre_right_tcp_to_contact0_m,post_right_tcp_to_contact0_m,pre_right_tcp_to_cup_center_m,post_right_tcp_to_cup_center_m,pre_cup_z_m,post_cup_z_m,pre_right_gripper_cmd,post_right_gripper_cmd,pre_contact_count,post_contact_count
46,8,0.1167972730423646,0.11527071998131802,0.20277993870830227,0.20135965460955668,0.7399791479110718,0.7399791479110718,0.6321500539779663,0.6302160620689392,0,0
47,8,0.11527071998131802,0.11538025023897687,0.20135965460955668,0.20143957845652155,0.7399791479110718,0.7399791479110718,0.6302160620689392,0.6286145448684692,0,0
48,8,0.11538025023897687,0.11487655623252722,0.20143957845652155,0.20101253835336294,0.7399791479110718,0.7399791479110718,0.6286145448684692,0.6265009641647339,0,0
49,9,0.11487655623252722,0.10245069810039374,0.20101253835336294,0.1895145252959843,0.7399791479110718,0.7399791479110718,0.6265009641647339,0.6289668083190918,0,0
50,9,0.10245069810039374,0.10124935376295591,0.1895145252959843,0.1883630035635522,0.7399791479110718,0.7399791479110718,0.6289668083190918,0.6267582774162292,0,0
51,9,0.10124935376295591,0.0984964168115453,0.1883630035635522,0.18576563515184025,0.7399791479110718,0.7399791479110718,0.6267582774162292,0.6251044273376465,0,0
52,9,0.0984964168115453,0.09492370278441335,0.18576563515184025,0.18184703080899253,0.7399791479110718,0.7399791479110718,0.6251044273376465,0.6211992502212524,0,0
53,9,0.09492370278441335,0.09004816620782508,0.18184703080899253,0.17659363876015485,0.7399791479110718,0.7399791479110718,0.6211992502212524,0.6206880211830139,0,0
54,9,0.09004816620782508,0.08451502158156718,0.17659363876015485,0.1705173305980227,0.7399791479110718,0.7399791479110718,0.6206880211830139,0.6175614595413208,0,0
55,10,0.08451502158156718,0.06062047574100223,0.1705173305980227,0.14368684096575074,0.7399791479110718,0.7399791479110718,0.6175614595413208,0.6225201487541199,0,10
56,10,0.06062047574100223,0.056269763010693016,0.14368684096575074,0.13580366962760826,0.7399791479110718,0.7399791479110718,0.6225201487541199,0.6221040487289429,10,16
57,10,0.056269763010693016,0.05430758360651823,0.13580366962760826,0.12974015473462708,0.7399791479110718,0.7399791479110718,0.6221040487289429,0.6203249096870422,16,14
58,10,0.05430758360651823,0.05381660401059011,0.12974015473462708,0.126604396314733,0.7399791479110718,0.7399791479110718,0.6203249096870422,0.6199514865875244,14,17
59,10,0.05381660401059011,0.053896133163191466,0.126604396314733,0.12490494793634926,0.7399791479110718,0.7399939298629761,0.6199514865875244,0.6173956990242004,17,17
60,10,0.053896133163191466,0.05435681335573009,0.12490494793634926,0.12454005523493204,0.7399939298629761,0.7400534749031067,0.6173956990242004,0.6140277981758118,17,17
61,11,0.05435681335573009,0.05472484045722189,0.12454005523493204,0.12355911636934613,0.7400534749031067,0.7404468655586243,0.6140277981758118,0.6311603784561157,17,17
62,11,0.05472484045722189,0.055107050186274584,0.12355911636934613,0.1237434759163782,0.7404468655586243,0.7402356863021851,0.6311603784561157,0.6233837604522705,17,17
63,11,0.055107050186274584,0.05461908134113101,0.1237434759163782,0.12379000633617393,0.7402356863021851,0.7400766611099243,0.6233837604522705,0.5828256011009216,17,17
64,11,0.05461908134113101,0.05430678243594899,0.12379000633617393,0.12390672589278123,0.7400766611099243,0.7399793267250061,0.5828256011009216,0.5417487025260925,17,16
65,11,0.05430678243594899,0.0540060371370713,0.12390672589278123,0.12317399712086674,0.7399793267250061,0.7399791479110718,0.5417487025260925,0.5046116709709167,16,14
66,11,0.0540060371370713,0.053759115730231864,0.12317399712086674,0.12248756934029248,0.7399791479110718,0.7399791479110718,0.5046116709709167,0.46385836601257324,14,13
67,12,0.053759115730231864,0.05316256905659004,0.12248756934029248,0.12274936227428282,0.7399791479110718,0.7399791479110718,0.46385836601257324,0.4237444996833801,13,10
68,12,0.05316256905659004,0.05309814668940275,0.12274936227428282,0.12237699394534764,0.7399791479110718,0.7399791479110718,0.4237444996833801,0.38329029083251953,10,10
69,12,0.05309814668940275,0.053069402247674834,0.12237699394534764,0.12206395747630482,0.7399791479110718,0.7399791479110718,0.38329029083251953,0.3415505886077881,10,13
70,12,0.053069402247674834,0.05293880648051067,0.12206395747630482,0.12206375352841108,0.7399791479110718,0.7399791479110718,0.3415505886077881,0.2981487512588501,13,10
71,12,0.05293880648051067,0.05264911016777245,0.12206375352841108,0.12176288245196577,0.7399791479110718,0.7399791479110718,0.2981487512588501,0.25469261407852173,10,8
72,12,0.05264911016777245,0.05212121827214022,0.12176288245196577,0.12128123222445167,0.7399791479110718,0.7399791479110718,0.25469261407852173,0.21116751432418823,8,6
73,13,0.05212121827214022,0.052429887357706734,0.12128123222445167,0.12196030843972096,0.7399791479110718,0.7399791479110718,0.21116751432418823,0.16168302297592163,6,6
74,13,0.052429887357706734,0.05264300243732297,0.12196030843972096,0.12199056363935326,0.7399791479110718,0.7399791479110718,0.16168302297592163,0.11930328607559204,6,5
75,13,0.05264300243732297,0.0519954702906187,0.12199056363935326,0.1218516208421567,0.7399791479110718,0.7399791479110718,0.11930328607559204,0.0766485333442688,5,6
76,13,0.0519954702906187,0.05214289164571113,0.1218516208421567,0.12182422722407614,0.7399791479110718,0.7399791479110718,0.0766485333442688,0.03223156929016113,6,6
77,13,0.05214289164571113,0.051693156804934005,0.12182422722407614,0.12106645565225506,0.7399791479110718,0.7399791479110718,0.03223156929016113,0.013184815645217896,6,7
78,13,0.051693156804934005,0.051433332159928,0.12106645565225506,0.12028893253674836,0.7399791479110718,0.7399791479110718,0.013184815645217896,0.014597952365875244,7,9
79,14,0.051433332159928,0.051649733691329434,0.12028893253674836,0.12105438648952455,0.7399791479110718,0.7399791479110718,0.014597952365875244,0.0015440583229064941,9,8
80,14,0.051649733691329434,0.05192757844553023,0.12105438648952455,0.12065508829883242,0.7399791479110718,0.7399791479110718,0.0015440583229064941,0.002281665802001953,8,7
81,14,0.05192757844553023,0.052079999581187905,0.12065508829883242,0.12060821332742216,0.7399791479110718,0.7399791479110718,0.002281665802001953,0.004358917474746704,7,7
82,14,0.052079999581187905,0.051847945867326974,0.12060821332742216,0.12133052446491042,0.7399791479110718,0.7399791479110718,0.004358917474746704,0.005558818578720093,7,7
83,14,0.051847945867326974,0.0512877227296616,0.12133052446491042,0.1216912697996164,0.7399791479110718,0.7399791479110718,0.005558818578720093,0.00914674997329712,7,8
84,14,0.0512877227296616,0.05071872691160594,0.1216912697996164,0.12297728874185393,0.7399791479110718,0.7399791479110718,0.00914674997329712,0.012026667594909668,8,8
85,15,0.05071872691160594,0.05063545159667887,0.12297728874185393,0.12397652188632842,0.7399791479110718,0.7399791479110718,0.012026667594909668,0.0,8,8
86,15,0.05063545159667887,0.051057809679586126,0.12397652188632842,0.1271080491709505,0.7399791479110718,0.7399791479110718,0.0,0.0013059675693511963,8,8
87,15,0.051057809679586126,0.05270923592508615,0.1271080491709505,0.13210352097610545,0.7399791479110718,0.7399791479110718,0.0013059675693511963,0.002770543098449707,8,0
88,15,0.05270923592508615,0.05699076454763905,0.13210352097610545,0.13981985932911617,0.7399791479110718,0.7399791479110718,0.002770543098449707,0.003878176212310791,0,0
